label	chapter	text_content
韓非子	說林上	隰斯彌見田成子田成子與登臺四望三面皆暢南望隰子家之樹蔽之田成子亦不言隰子歸使人伐之斧離數創隰子止之其相室曰何變之數也隰子曰古者有諺曰知淵中之魚者不祥夫田子將有大事而我示之知微我必危矣不伐樹未有罪也知人之所不言其罪大矣乃不伐也
韓非子	說林上	楊子過於宋東之逆旅有妾二人其惡者貴美者賤楊子問其故逆旅之父答曰美者自美吾不知其美也惡者自惡吾不知其惡也楊子謂弟子曰行賢而去自賢之心焉往而不美
韓非子	說林上	衛人嫁其子而教之曰必私積聚為人婦而出常也其成居幸也其子因私積聚其姑以為多私而出之其子所以反者倍其所以嫁其父不自罪於教子非也而自知其益富今人臣之處官者皆是類也
韓非子	說林上	魯丹三說中山之君而不受也因散五十金事其左右復見未語而君與之食魯丹出而不反舍遂去中山其御曰反見乃始善我何故去之魯丹曰夫以人言善我必以人言罪我未出境而公子惡之曰為趙來閒中山君因索而罪之
韓非子	說林上	田伯鼎好士而存其君白公好士而亂荊其好士則同其所以為則異公孫友自刖而尊百里豎刁自宮而諂桓公其自刑則同其所以自刑之為則異慧子曰狂者東走逐者亦東走其東走則同其所以東走之為則異故曰同事之人不可不審察也
韓非子	說林下	伯樂教二人相踶馬相與之簡子廄觀馬一人舉踶馬其一人從後而循之三撫其尻而馬不踶此自以為失相其一人曰子非失相也此其為馬也踒肩而腫膝夫踶馬也者舉後而任前腫膝不可任也故後不舉子巧於相踶馬而拙於任腫膝夫事有所必歸而以有所腫膝而不任智者之所獨知也惠子曰置猿於柙中則與豚同故勢不便非所以逞能也
韓非子	說林下	衛將軍文子見曾子曾子不起而延於坐席正身於奧文子謂其御曰曾子愚人也哉以我為君子也君子安可毋敬也以我為暴人也暴人安可侮也曾子不僇命也
韓非子	說林下	鳥有翢翢者重首而屈尾將欲飲於河則必顛乃銜其羽而飲之人之所有飲不足者不可不索其羽也
韓非子	說林下	鱣似蛇蠶似蠋人見蛇則驚駭見蠋則毛起漁者持鱣婦人拾蠶利之所在皆為賁諸
韓非子	說林下	伯樂教其所憎者相千里之馬教其所愛者相駑馬千里之馬時一其利緩駑馬日售其利急此周書所謂下言而上用者惑也
韓非子	說林下	桓赫曰刻削之道鼻莫如大目莫如小鼻大可小小不可大也目小可大大不可小也舉事亦然為其不可復者也則事寡敗矣
韓非子	說林下	崇侯惡來知不適紂之誅也而不見武王之滅之也比干子胥知其君之必亡也而不知身之死也故曰崇侯惡來知心而不知事比干子胥知事而不知心聖人其備矣
韓非子	說林下	宋太宰貴而主斷季子將見宋君梁子聞之曰語必可與太宰三坐乎不然將不免季子因說以貴主而輕國
韓非子	說林下	楊朱之弟楊布衣素衣而出天雨解素衣衣緇衣而反其狗不知而吠之楊布怒將擊之楊朱曰子毋擊也子亦猶是曩者使女狗白而往黑而來子豈能毋怪哉
韓非子	說林下	惠子曰羿執鞅持扞操弓關機越人爭為持的弱子扞弓慈母入室閉戶故曰可必則越人不疑羿不可必則慈母逃弱子
韓非子	說林下	桓公問管仲富有涯乎答曰水之以涯其無水者也富之以涯其富已足者也人不能自止於足而亡其富之涯乎
韓非子	說林下	宋之富賈有監止子者與人爭買百金之璞玉因佯失而毀之負其百金而理其毀瑕得千溢焉事有舉之而有敗而賢其毋舉之者負之時也
韓非子	說林下	有欲以御見荊王者眾騶妒之因曰臣能撽鹿見王王為御不及鹿自御及之王善其御也乃言眾騶妒之
韓非子	說林下	荊令公子將伐陳丈人送之曰晉強不可不慎也公子曰丈人奚憂吾為丈人破晉丈人曰可吾方廬陳南門之外公子曰是何也曰我笑句踐也為人之如是其易也己獨何為密密十年難乎
韓非子	說林下	堯以天下讓許由許由逃之舍於家人家人藏其皮冠夫棄天下而家人藏其皮冠是不知許由者也
韓非子	說林下	三蝨相與訟一蝨過之曰訟者奚說三蝨曰爭肥饒之地一蝨曰若亦不患臘之至而茅之燥耳若又奚患於是乃相與聚嘬其母而食之彘臞人乃弗殺
韓非子	說林下	蟲有就者一身兩口爭食相齕也遂相殺因自殺人臣之爭事而亡其國者皆蚘類也
韓非子	說林下	宮有堊器有滌則潔矣行身亦然無滌堊之地則寡非矣
韓非子	說林下	公子糾將為亂桓公使使者視之使者報曰笑不樂視不見必為亂乃使魯人殺之
韓非子	說林下	公孫弘斷髮而為越王騎公孫喜使人絕之曰吾不與子為昆弟矣公孫弘曰我斷髮子斷頸而為人用兵我將謂子何周南之戰公孫喜死焉
韓非子	說林下	有與悍者鄰欲賣宅而避之人曰是其貫將滿矣子姑待之答曰吾恐其以我滿貫也遂去之故曰物之幾者非所靡也
韓非子	說林下	孔子謂弟子曰孰能導子西之釣名也子貢曰賜也能乃導之不復疑也孔子曰寬哉不被於利絜哉民性有恆曲為曲直為直孔子曰子西不免白公之難子西死焉故曰直於行者曲於欲
韓非子	說林下	晉中行文子出亡過於縣邑從者曰此嗇夫公之故人公奚不休舍且待後車文子曰吾嘗好音此人遺我鳴琴吾好珮此人遺我玉環是振我過者也以求容於我者吾恐其以我求容於人也乃去之果收文子後車二乘而獻之其君矣
韓非子	說林下	周趮謂宮他曰為我謂齊王曰以齊資我於魏請以魏事王宮他曰不可是示之無魏也齊王必不資於無魏者而以怨有魏者公不如曰以王之所欲臣請以魏聽王齊王必以公為有魏也必因公是公有齊也因以有齊魏矣
韓非子	說林下	白圭謂宋令尹曰君長自知政公無事矣今君少主也而務名不如令荊賀君之孝也則君不奪公位而大敬重公則公常用宋矣
韓非子	說林下	管仲鮑叔相謂曰君亂甚矣必失國齊國之諸公子其可輔者非公子糾則小白也與子人事一人焉先達者相收管仲乃從公子糾鮑叔從小白國人果弒君小白先入為君魯人拘管仲而效之鮑叔言而相之故諺曰巫咸雖善祝不能自祓也秦醫雖善除不能自彈也以管仲之聖而待鮑叔之助此鄙諺所謂虜自賣裘而不售士自譽辯而不信者也
韓非子	說林下	荊王伐吳吳使沮衛蹙融犒於荊師而將軍曰縛之殺以釁鼓問之曰汝來卜乎答曰卜卜吉乎曰吉荊人曰今荊將與女釁鼓其何也答曰是故其所以吉也吳使人來也固視將軍怒將軍怒將深溝高壘將軍不怒將懈怠今也將軍殺臣則吳必警守矣且國之卜非為一臣卜夫殺一臣而存一國其不言吉何也且死者無知則以臣釁鼓無益也死者有知也臣將當戰之時臣使鼓不鳴荊人因不殺也
韓非子	說林下	知伯將伐仇由而道難不通乃鑄大鐘遺仇由之君仇由之君大說除道將內之赤章曼枝曰不可此小之所以事大也而今也大以來卒必隨之不可內也仇由之君不聽遂內之赤章曼枝因斷轂而驅至於齊七月而仇由亡矣
韓非子	說林下	越已勝吳又索卒於荊而攻晉左史倚相謂荊王曰夫越破吳豪士死銳卒盡大甲傷今又索卒以攻晉示我不病也不如起師與分吳荊王曰善因起師而從越越王怒將擊之大夫種曰不可吾豪士盡大甲傷我與戰必不剋不如賂之乃割露山之陰五百里以賂之
韓非子	說林下	荊伐陳吳救之軍閒三十里雨十日夜星左史倚相謂子期曰雨十日甲輯而兵聚吳人必至不如備之乃為陳陳未成也而吳人至見荊陳而反左史曰吳反覆六十里其君子必休小人必食我行三十里擊之必可敗也乃從之遂破吳軍
韓非子	說林下	韓趙相與為難韓子索兵於魏曰願借師以伐趙魏文侯曰寡人與趙兄弟不可以從趙又索兵以攻韓文侯曰寡人與韓兄弟不敢從二國不得兵怒而反已乃知文侯以搆於己乃皆朝魏
韓非子	說林下	齊伐魯索讒鼎魯以其鴈往齊人曰鴈也魯人曰真也齊曰使樂正子春來吾將聽子魯君請樂正子春樂正子春曰胡不以其真往也君曰我愛之答曰臣亦愛臣之信
韓非子	說林下	韓咎立為君未定也弟在周周欲重之而恐韓咎不立也綦毋恢曰不若以車百乘送之得立因曰為戒不立則曰來效賊也
韓非子	說林下	靖郭君將城薛客多以諫者靖郭君謂謁者曰毋為客通齊人有請見者曰臣請三言而已過三言臣請烹靖郭君因見之客趨進曰海大魚因反走靖郭君曰請聞其說客曰臣不敢以死為戲靖郭君曰願為寡人言之答曰君聞大魚乎網不能止繳不能絓也蕩而失水螻蟻得意焉今夫齊亦君之海也君長有齊奚以薛為君失齊雖隆薛城至於天猶無益也靖郭君曰善乃輟不城薛
韓非子	說林下	荊王弟在秦秦不出也中射之士曰資臣百金臣能出之因載百金之晉見叔向曰荊王弟在秦秦不出也請以百金委叔向叔向受金而以見之晉平公曰可以城壺丘矣平公曰何也對曰荊王弟在秦秦不出也是秦惡荊也必不敢禁我城壺丘若禁之我曰為我出荊王之弟吾不城也彼如出之可以德荊彼不出是卒惡也必不敢禁我城壺丘矣公曰善乃城壺丘謂秦公曰為我出荊王之弟吾不城也秦因出之荊王大說以鍊金百鎰遺晉
韓非子	說林下	闔廬攻郢戰三勝問子胥曰可以退乎子胥對曰溺人者一飲而止則無逆者以其不休也不如乘之以沈之
韓非子	說林下	鄭人有一子將宦謂其家曰必築壞牆是不善人將竊其巷人亦云不時築而人果竊之以其子為智以巷人告者為盜
韓非子	觀行	古之人目短於自見故以鏡觀面智短於自知故以道正己故鏡無見疵之罪道無明過之怨目失鏡則無以正鬚眉身失道則無以知迷惑西門豹之性急故佩韋以自緩董安于之心緩故佩弦以自急故以有餘補不足以長續短之謂明主
韓非子	觀行	天下有信數三一曰智有所不能立二曰力有所不能舉三曰彊有所不能勝故雖有堯之智而無眾人之助大功不立有烏獲之勁而不得人助不能自舉有賁育之彊而無法術不得長生故勢有不可得事有不可成故烏獲輕千鈞而重其身非其身重於千鈞也勢不便也離朱易百步而難眉睫非百步近而眉睫遠也道不可也故明主不窮烏獲以其不能自舉不困離朱以其不能自見因可勢求易道故用力寡而功名立
韓非子	觀行	時有滿虛事有利害物有生死人主為三者發喜怒之色則金石之士離心焉聖賢之撲淺深矣故明主觀人不使人觀己明於堯不能獨成烏獲不能自舉賁育之不能自勝以法術則觀行之道畢矣
韓非子	安危	安術有七危道有六
韓非子	安危	安術一曰賞罰隨是非二曰禍福隨善惡三曰死生隨法度四曰有賢不肖而無愛惡五曰有愚智而無非譽六曰有尺寸而無意度七曰有信而無詐
韓非子	安危	危道一曰斲削於繩之內二曰斷割於法之外三曰利人之所害四曰樂人之所禍五曰危人於所安六曰所愛不親所惡不疏如此則人失其所以樂生而忘其所以重死人不樂生則人主不尊不重死則令不行也
韓非子	安危	使天下皆極智能於儀表盡力於權衡以動則勝以靜則安治世使人樂生於為是愛身於為非小人少而君子多故社稷常立國家久安奔車之上無仲尼覆舟之下無伯夷故號令者國之舟車也安則智廉生危則爭鄙起故安國之法若饑而食寒而衣不令而自然也先王寄理於竹帛其道順故後世服今使人去饑寒雖賁育不能行廢自然雖順道而不立強勇之所不能行則上不能安
韓非子	安危	上以無厭責己盡則下對無有無有則輕法法所以為國也而輕之則功不立名不成聞古扁鵲之治其病也以刀刺骨聖人之救危國也以忠拂耳刺骨故小痛在體而長利在身拂耳故小逆在心而久福在國故甚病之人利在忍痛猛毅之君以福拂耳忍痛故扁鵲盡巧拂耳則子胥不失壽安之術也病而不忍痛則失扁鵲之巧危而不拂耳則失聖人之意如此長利不遠垂功名不久立
韓非子	安危	人主不自刻以堯而責人臣以子胥是幸殷人之盡如比干盡如比干則上不失下不亡不權其力而有田成而幸其身盡如比干故國不得一安廢堯舜而立桀紂則人不得樂所長而憂所短失所長則國家無功守所短則民不樂生以無功御不樂生不可行於齊民如此則上無以使下下無以事上
韓非子	安危	安危在是非不在於強弱存亡在虛實不在於眾寡故齊萬乘也而名實不稱上空虛於國內不充滿於名實故臣得奪主殺天子也而無是非賞於無功使讒諛以詐偽為貴誅於無罪使傴以天性剖背以詐偽為是天性為非小得勝大
韓非子	安危	明主堅內故不外失失之近而不亡於遠者無有故周之奪殷也拾遺於庭使殷不遺於朝則周不敢望秋毫於境而況敢易位乎
韓非子	安危	明主之道忠法其法忠心故臨之而法去之而思堯無膠漆之約於當世而道行舜無置錐之地於後世而德結能立道於往古而垂德於萬世者之謂明主
韓非子	守道	聖王之立法也其賞足以勸善其威足以勝暴其備足以必完法治世之臣功多者位尊力極者賞厚情盡者名立善之生如春惡之死如秋故民勸極力而樂盡情此之謂上下相得上下相得故能使用力者自極於權衡而務至於任鄙戰士出死而願為賁育守道者皆懷金石之心以死子胥之節用力者為任鄙戰如賁育中為金石則君人者高枕而守己完矣
韓非子	守道	古之善守者以其所重禁其所輕以其所難止其所易故君子與小人俱正盜跖與曾史俱廉何以知之夫貪盜不赴谿而掇金赴谿而掇金則身不全賁育不量敵則無勇名盜跖不計可則利不成明主之守禁也賁育見侵於其所不能勝盜跖見害於其所不能取故能禁賁育之所不能犯守盜跖之所不能取則暴者守愿邪者反正大勇愿巨盜貞則天下公平而齊民之情正矣
韓非子	守道	人主離法失人則危於伯夷不妄取而不免於田成盜跖之耳可也今天下無一伯夷而姦人不絕世故立法度量度量信則伯夷不失是而盜跖不得非法分明則賢不得奪不肖強不得侵弱眾不得暴寡託天下於堯之法則貞士不失分姦人不徼幸寄千金於羿之矢則伯夷不得亡而盜跖不敢取堯明於不失姦故天下無邪羿巧於不失發故千金不亡邪人不壽而盜跖止如此故圖不載宰予不舉六卿書不著子胥不明夫差孫吳之略廢盜跖之心伏人主甘服於玉堂之中而無瞋目切齒傾取之患
韓非子	守道	人臣垂拱於金城之內而無扼捥聚脣嗟唶之禍服虎而不以柙禁姦而不以法塞偽而不以符此賁育之所患堯舜之所難也故設柙非所以備鼠也所以使怯弱能服虎也立法非所以備曾史也所以使庸主能止盜跖也為符非所以豫尾生也所以使眾人不相謾也不獨恃比干之死節不幸亂臣之無詐也恃怯之所能服握庸主之所易守當今之世為人主忠計為天下結德者利莫長於此故君人者無亡國之圖而忠臣無失身之畫明於尊位必賞故能使人盡力於權衡死節於官職通賁育之情不以死易生惑於盜跖之貪不以財易身則守國之道畢備矣
韓非子	用人	聞古之善用人者必循天順人而明賞罰循天則用力寡而功立順人則刑罰省而令行明賞罰則伯夷盜跖不亂如此則白黑分矣治國之臣效功於國以履位見能於官以受職盡力於權衡以任事人臣皆宜其能勝其官輕其任而莫懷餘力於心莫負兼官之責於君故內無伏怨之亂外無馬服之患明君使事不相干故莫訟使士不兼官故技長使人不同功故莫爭爭訟止技長立則彊弱不觳力冰炭不合形天下莫得相傷治之至也
韓非子	用人	釋法術而心治堯不能正一國去規矩而妄意度奚仲不能成一輪廢尺寸而差短長王爾不能半中使中主守法術拙匠守規矩尺寸則萬不失矣君人者能去賢巧之所不能守中拙之所萬不失則人力盡而功名立
韓非子	用人	明主立可為之賞設可避之罰故賢者勸賞而不見子胥之禍不肖者少罪而不見傴剖背盲者處平而不遇深谿愚者守靜而不陷險危如此則上下之恩結矣古之人曰其心難知喜怒難中也故以表示目以鼓語耳以法教心君人者釋三易之數而行一難知之心如此則怒積於上而怨積於下以積怒而御積怨則兩危矣明主之表易見故約立其教易知故言用其法易為故令行三者立而上無私心則下得循法而治望表而動隨繩而斲因攢而縫如此則上無私威之毒而下無愚拙之誅故上君明而少怒下盡忠而少罪
韓非子	用人	聞之曰舉事無患者堯不得也而世未嘗無事也君人者不輕爵祿不易富貴不可與救危國故明主厲廉恥招仁義昔者介子推無爵祿而義隨文公不忍口腹而仁割其肌故人主結其德書圖著其名人主樂乎使人以公盡力而苦乎以私奪威人臣安乎以能受職而苦乎以一負二故明主除人臣之所苦而立人主之所樂上下之利莫長於此不察私門之內輕慮重事厚誅薄惱久怨細過長侮偷快數以德追禍是斷手而續以玉也故世有易身之患
韓非子	用人	人主立難為而罪不及則私怨生人臣失所長而奉難給則伏怨結勞苦不撫循憂悲不哀憐喜則譽小人賢不肖俱賞怒則毀君子使伯夷與盜跖俱辱故臣有叛主
韓非子	用人	使燕王內憎其民而外愛魯人則燕不用而魯不附民見憎不能盡力而務功魯見說而不能離死命而親他主如此則人臣為隙穴而人主獨立以隙穴之臣而事獨立之主此之謂危殆
韓非子	用人	釋儀的而妄發雖中小不巧釋法制而妄怒雖殺戮而姦人不恐罪生甲禍歸乙伏怨乃結故至治之國有賞罰而無喜怒故聖人極有刑法而死無螫毒故姦人服發矢中的賞罰當符故堯復生羿復立如此則上無殷夏之患下無比干之禍君高枕而臣樂業道蔽天地德極萬世矣
韓非子	用人	夫人主不塞隙穴而勞力於赭堊暴雨疾風必壞不去眉睫之禍而慕賁育之死不謹蕭牆之患而固金城於遠境不用近賢之謀而外結萬乘之交於千里飄風一旦起則賁育不及救而外交不及至禍莫大於此當今之世為人主忠計者必無使燕王說魯人無使近世慕賢於古無思越人以救中國溺者如此則上下親內功立外名成
韓非子	功名	明君之所以立功成名者四一曰天時二曰人心三曰技能四曰勢位非天時雖十堯不能冬生一穗逆人心雖賁育不能盡人力故得天時則不務而自生得人心則不趣而自勸因技能則不急而自疾得勢位則不進而名成若水之流若船之浮守自然之道行毋窮之令故曰明主
韓非子	功名	夫有材而無勢雖賢不能制不肖故立尺材於高山之上則臨千仞之谿材非長也位高也桀為天子能制天下非賢也勢重也堯為匹夫不能正三家非不肖也位卑也千鈞得船則浮錙銖失船則沈非千鈞輕錙銖重也有勢之與無勢也故短之臨高也以位不肖之制賢也以勢人主者天下一力以共載之故安眾同心以共立之故尊人臣守所長盡所能故忠以尊主主御忠臣則長樂生而功名成名實相持而成形影相應而立故臣主同欲而異使
韓非子	功名	人主之患在莫之應故曰一手獨拍雖疾無聲人臣之憂在不得一故曰右手畫圓左手畫方不能兩成故曰至治之國君若桴臣若鼓技若車事若馬故人有餘力易於應而技有餘巧便於事立功者不足於力親近者不足於信成名者不足於勢近者已親而遠者不結則名不稱實者也聖人德若堯舜行若伯夷而位不載於世則功不立名不遂故古之能致功名者眾人助之以力近者結之以成遠者譽之以名尊者載之以勢如此故太山之功長立於國家而日月之名久著於天地此堯之所以南面而守名舜之所以北面而效功也
韓非子	大體	古之全大體者望天地觀江海因山谷日月所照四時所行雲布風動不以智累心不以私累己寄治亂於法術託是非於賞罰屬輕重於權衡不逆天理不傷情性不吹毛而求小疵不洗垢而察難知不引繩之外不推繩之內不急法之外不緩法之內守成理因自然禍福生乎道法而不出乎愛惡榮辱之責在乎己而不在乎人故至安之世法如朝露純樸不散心無結怨口無煩言故車馬不疲弊於遠路旌旗不亂於大澤萬民不失命於寇戎雄駿不創壽於旗幢豪傑不著名於圖書不錄功於盤盂記年之牒空虛
韓非子	大體	故曰利莫長於簡福莫久於安使匠石以千歲之壽操鉤視規矩舉繩墨而正太山使賁育帶干將而齊萬民雖盡力於功極盛於壽太山不正民不能齊故曰古之牧天下者不使匠石極巧以敗太山之體不使賁育盡威以傷萬民之性因道全法君子樂而大姦止澹然閒靜因天命持大體故使人無離法之罪魚無失水之禍如此故天下少不可
韓非子	大體	上不天則下不遍覆心不地則物不畢載太山不立好惡故能成其高江海不擇小助故能成其富故大人寄形於天地而萬物備歷心於山海而國家富上無忿怒之毒下無伏怨之患上下交撲以道為舍故長利積大功立名成於前德垂於後治之至也
韓非子	內儲說上	主之所用也七術所察也六微七術一曰眾端參觀二曰必罰明威三曰信賞盡能四曰一聽責下五曰疑詔詭使六曰挾知而問七曰倒言反事此七者主之所用也
韓非子	內儲說上	觀聽不參則誠不聞聽有門戶則臣壅塞其說在侏儒之夢見灶哀公之稱莫眾而迷故齊人見河伯與惠子之言亡其半也其患在豎牛之餓叔孫而江乙之說荊俗也嗣公欲治不知故使有敵是以明主推積鐵之類而察一市之患
韓非子	內儲說上	參觀一
韓非子	內儲說上	必罰二
韓非子	內儲說上	賞譽三
韓非子	內儲說上	一聽四
韓非子	內儲說上	詭使五
韓非子	內儲說上	挾智六
韓非子	內儲說上	倒言七
韓非子	內儲說上	說一
韓非子	內儲說上	衛靈公之時彌子瑕有寵專於衛國侏儒有見公者曰臣之夢踐矣公曰何夢對曰夢見灶為見公也公怒曰吾聞見人主者夢見日奚為見寡人而夢見灶對曰夫日兼燭天下一物不能當也人君兼燭一國一人不能壅也故將見人主者夢見日夫灶一人煬焉則後人無從見矣今或者一人有煬君者乎則臣雖夢見灶不亦可乎
韓非子	內儲說上	魯哀公問於孔子曰鄙諺曰莫眾而迷今寡人舉事與群臣慮之而國愈亂其故何也孔子對曰明主之問臣一人知之一人不知也如是者明主在上群臣直議於下今群臣無不一辭同軌乎季孫者舉魯國盡化為一君雖問境內之人猶不免於亂也
韓非子	內儲說上	一曰晏子聘魯哀公問曰語曰莫三人而迷今寡人與一國慮之魯不免於亂何也晏子曰古之所謂莫三人而迷者一人失之二人得之三人足以為眾矣故曰莫三人而迷今魯國之群臣以千百數一言於季氏之私人數非不眾所言者一人也安得三哉
韓非子	內儲說上	齊人有謂齊王曰河伯大神也王何不試與之遇乎臣請使王遇之乃為壇場大水之上而與王立之焉有閒大魚動因曰此河伯
韓非子	內儲說上	張儀欲以秦韓與魏之勢伐齊荊而惠施欲以齊荊偃兵二人爭之群臣左右皆為張子言而以攻齊荊為利而莫為惠子言王果聽張子而以惠子言為不可攻齊荊事已定惠子入見王言曰先生毋言矣攻齊荊之事果利矣一國盡以為然惠子因說不可不察也夫齊荊之事也誠利一國盡以為利是何智者之眾也攻齊荊之事誠不利一國盡以為利何愚者之眾也凡謀者疑也疑也者誠疑以為可者半以為不可者半今一國盡以為可是王亡半也劫主者固亡其半者也
韓非子	內儲說上	叔孫相魯貴而主斷其所愛者曰豎牛亦擅用叔孫之令叔孫有子曰壬豎牛妒而欲殺之因與壬游於魯君所魯君賜之玉環壬拜受之而不敢佩使豎牛請之叔孫豎牛欺之曰吾已為爾請之矣使爾佩之壬因佩之豎牛因謂叔孫何不見壬於君乎叔孫曰孺子何足見也豎牛曰壬固已數見於君矣君賜之玉環壬已佩之矣叔孫召壬見之而果佩之叔孫怒而殺壬壬兄曰丙豎牛又妒而欲殺之叔孫為丙鑄鐘鐘成丙不敢擊使豎牛請之叔孫豎牛不為請又欺之曰吾已為爾請之矣使爾擊之丙因擊之
韓非子	內儲說上	叔孫聞之曰丙不請而擅擊鐘怒而逐之丙出走齊居一年豎牛為謝叔孫叔孫使豎牛召之又不召而報之曰吾已召之矣丙怒甚不肯來叔孫大怒使人殺之二子已死叔孫有病豎牛因獨養之而去左右不內人曰叔孫不欲聞人聲因不食而餓殺叔孫已死豎牛因不發喪也徙其府庫重寶空之而奔齊夫聽所信之言而子父為人僇此不參之患也
韓非子	內儲說上	江乙為魏王使荊謂荊王曰臣入王之境內聞王之國俗曰君子不蔽人之美不言人之惡誠有之乎王曰有之然則若白公之亂得庶無危乎誠得如此臣免死罪矣
韓非子	內儲說上	衛嗣君重如耳愛世姬而恐其皆因其愛重以壅己也乃貴薄疑以敵如耳尊魏姬以耦世姬曰以是相參也嗣君知欲無壅而未得其術也夫不使賤議貴下必坐上而必待勢重之鈞也而後敢相議則是益樹壅塞之臣也嗣君之壅乃始
韓非子	內儲說上	夫矢來有鄉則積鐵以備一鄉矢來無鄉則為鐵室以盡備之備之則體不傷故彼以盡備之不傷此以盡敵之無姦也
韓非子	內儲說上	龐恭與太子質於邯鄲謂魏王曰今一人言市有虎王信之乎曰不信二人言市有虎王信之乎曰不信三人言市有虎王信之乎王曰寡人信之龐恭曰夫市之無虎也明矣然而三人言而成虎今邯鄲之去魏也遠於市議臣者過於三人願王察之龐恭從邯鄲反竟不得見
韓非子	內儲說上	說二
韓非子	內儲說上	子產相鄭病將死謂游吉曰我死後子必用鄭必以嚴蒞人夫火形嚴故人鮮灼水形懦人多溺子必嚴子之形無令溺子之懦故子產死游吉不肯嚴形鄭少年相率為盜處於雚澤將遂以為鄭禍游吉率車騎與戰一日一夜僅能剋之游吉喟然歎曰吾蚤行夫子之教必不悔至於此矣
韓非子	內儲說上	魯哀公問於仲尼曰春秋之記曰冬十二月霣霜不殺菽何為記此仲尼對曰此言可以殺而不殺也夫宜殺而不殺桃李冬實天失道草木猶犯干之而況於人君乎
韓非子	內儲說上	殷之法刑棄灰於街者子貢以為重問之仲尼仲尼曰知治之道也夫棄灰於街必掩人掩人人必怒怒則鬥鬥必三族相殘也此殘三族之道也雖刑之可也且夫重罰者人之所惡也而無棄灰人之所易也使人行之所易而無離所惡此治之道
韓非子	內儲說上	一曰殷之法棄灰于公道者斷其手子貢曰棄灰之罪輕斷手之罰重古人何太毅也曰無棄灰所易也斷手所惡也行所易不關所惡古人以為易故行之
韓非子	內儲說上	中山之相樂池以車百乘使趙選其客之有智能者以為將行中道而亂樂池曰吾以公為有智而使公為將行今中道而亂何也客因辭而去曰公不知治有威足以服人而利足以勸之故能治之今臣君之少客也夫從少正長從賤治貴而不得操其利害之柄以制之此所以亂也嘗試使臣彼之善者我能以為卿相彼不善者我得以斬其首何故而不治
韓非子	內儲說上	公孫鞅之法也重輕罪重罪者人之所難犯也而小過者人之所易去也使人去其所易無離其所難此治之道夫小過不生大罪不至是人無罪而亂不生也
韓非子	內儲說上	一曰公孫鞅曰行刑重其輕者輕者不至重者不來是謂以刑去刑
韓非子	內儲說上	荊南之地麗水之中生金人多竊采金采金之禁得而輒辜磔於市甚眾壅離其水也而人竊金不止夫罪莫重辜磔於市猶不止者不必得也故今有於此曰予汝天下而殺汝身庸人不為也夫有天下大利也猶不為者知必死故不必得也則雖辜磔竊金不止知必死則天下不為也
韓非子	內儲說上	魯人燒積澤天北風火南倚恐燒國哀公懼自將眾趣救火左右無人盡逐獸而火不救乃召問仲尼仲尼曰夫逐獸者樂而無罰救火者苦而無賞此火之所以無救也哀公曰善仲尼曰事急不及以賞救火者盡賞之則國不足以賞於人請徒行罰哀公曰善於是仲尼乃下令曰不救火者比降北之罪逐獸者比入禁之罪令下未遍而火已救矣
韓非子	內儲說上	成驩謂齊王曰王太仁太不忍人王曰太仁太不忍人非善名邪對曰此人臣之善也非人主之所行也夫人臣必仁而後可與謀不忍人而後可近也不仁則不可與謀忍人則不可近也王曰然則寡人安所太仁安不忍人對曰王太仁於薛公而太不忍於諸田太仁薛公則大臣無重太不忍諸田則父兄犯法大臣無重則兵弱於外父兄犯法則政亂於內兵弱於外政亂於內此亡國之本也
韓非子	內儲說上	魏惠王謂卜皮曰子聞寡人之聲聞亦何如焉對曰臣聞王之慈惠也王欣然喜曰然則功且安至對曰王之功至於亡王曰慈惠行善也行之而亡何也卜皮對曰夫慈者不忍而惠者好與也不忍則不誅有過好予則不待有功而賞有過不罪無功受賞雖亡不亦可乎
韓非子	內儲說上	齊國好厚葬布帛盡於衣衾材木盡於棺槨桓公患之以告管仲曰布帛盡則無以為蔽材木盡則無以為守備而人厚葬之不休禁之奈何管仲對曰凡人之有為也非名之則利之也於是乃下令曰棺槨過度者戮其尸罪夫當喪者夫戮死無名罪當喪者無利人何故為之也
韓非子	內儲說上	衛嗣君之時有胥靡逃之魏因為襄王之后治病衛嗣君聞之使人請以五十金買之五反而魏王不予乃以左氏易之群臣左右諫曰夫以一都買胥靡可乎王曰非子之所知也夫治無小而亂無大法不立而誅不必雖有十左氏無益也法立而誅必雖失十左氏無害也魏王聞之曰主欲治而不聽之不祥因載而往徒獻之
韓非子	內儲說上	說三
韓非子	內儲說上	越王問於大夫文種曰吾欲伐吳可乎對曰可矣吾賞厚而信罰嚴而必君欲知之何不試焚宮室於是遂焚宮室人莫救之乃下令曰人之救火者死比死敵之賞救火而不死者比勝敵之賞不救火者比降北之罪人塗其體被濡衣而走火者左三千人右三千人此知必勝之勢也
韓非子	內儲說上	吳起為魏武侯西河之守秦有小亭臨境吳起欲攻之不去則甚害田者去之則不足以徵甲兵於是乃倚一車轅於北門之外而令之曰有能徙此南門之外者賜之上田上宅人莫之徙也及有徙之者還賜之如令俄又置一石赤菽東門之外而令之曰有能徙此於西門之外者賜之如初人爭徙之乃下令曰明日且攻亭有能先登者仕之國大夫賜之上田宅人爭趨之於是攻亭一朝而拔之
